,EXT_NEG_LY_S21_L001,LY_BR1_D_S11_L001,LY_BR1_Detrit_S1_L001,LY_BR1_Toxo_S6_L001,LY_BR1_W1_S16_L001,LY_BR2_D_S12_L001,LY_BR2_Detrit_S2_L001,LY_BR2_Toxo_S7_L001,LY_BR2_W2_S17_L001,LY_BR3_D_S13_L001,LY_BR3_Detrit_S3_L001,LY_BR3_Toxo_S8_L001,LY_BR3_W1_S18_L001,LY_BR4_D_S14_L001,LY_BR4_Detrit_S4_L001,LY_BR4_Toxo_S9_L001,LY_BR4_W1_S19_L001,LY_BR5_D_S15_L001,LY_BR5_Detrit_S5_L001,LY_BR5_Toxo_S10_L001,LY_BR5_W1_S20_L001,PCR_pos_LY_S22_L001
Otu3141,0,1,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,2,0,0,4,0
Otu3142,0,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,26,3,0,0
Otu3143,0,0,0,0,1,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3144,0,0,0,0,2,10,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3145,0,0,0,0,11,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu3146,0,0,0,0,17,6,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu3147,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,1,0
Otu3148,0,0,0,0,1,8,16,2,8,2,2,0,1,0,0,0,0,0,0,0,0,0
Otu3149,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0
Otu3150,0,0,0,0,1,32,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0
Otu3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,24,0,0,0
Otu3152,0,4,2,0,9,0,9,0,8,0,4,0,3,0,1,0,0,0,0,0,0,0
Otu3153,0,2,1,0,4,6,0,1,1,1,2,1,7,0,0,0,0,1,0,12,1,0
Otu3154,0,21,3,0,0,1,0,0,0,4,0,1,2,0,0,0,0,2,4,0,2,0
Otu3155,0,2,0,1,1,0,0,0,0,2,0,1,2,10,0,0,2,13,0,4,2,0
Otu3156,0,3,0,0,0,0,0,0,0,2,0,0,2,12,0,0,2,16,0,0,3,0
Otu3157,0,14,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,1,0
Otu3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0
Otu3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0
Otu3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
Otu3162,0,1,0,0,1,0,0,0,0,1,0,0,0,5,0,1,23,3,0,0,5,0
Otu3163,0,20,0,0,4,6,0,0,0,0,0,0,5,0,0,0,0,4,0,0,1,0
Otu3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Otu3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
Otu3166,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
Otu3167,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,36,0,0,0
Otu3168,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,26,1,0,4,0,0
Otu3169,0,0,0,0,3,5,0,2,2,11,0,1,6,0,0,0,0,4,0,1,4,0
Otu3170,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,13,0,0,23,0
Otu3171,0,0,0,0,0,0,0,0,0,13,7,3,9,0,0,0,0,6,0,0,1,0
Otu3172,0,0,0,0,0,0,0,0,0,4,0,3,0,12,0,7,1,5,0,5,2,0
Otu3173,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,3,11,0,0,2,0
Otu3174,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,2,0,0,0,0,0
Otu3175,0,0,0,0,0,0,0,0,0,2,0,1,4,1,0,0,0,28,0,1,2,0
Otu3176,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3177,0,0,0,0,0,33,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3178,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3179,0,2,0,0,24,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,1,0
Otu3180,0,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu3181,0,0,0,0,35,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
Otu3183,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu3184,0,0,0,0,11,0,0,1,22,0,0,0,1,0,0,0,4,0,0,0,0,0
Otu3185,0,0,0,0,1,23,0,0,7,1,0,0,4,0,0,0,2,0,0,0,1,0
Otu3186,0,3,0,0,0,0,0,0,0,0,0,0,0,12,1,18,5,0,0,0,0,0
Otu3187,0,1,0,0,20,0,0,0,0,0,0,1,4,0,0,0,0,3,3,5,2,0
Otu3188,0,2,0,0,8,0,0,0,0,0,1,0,0,1,0,0,23,1,0,0,3,0
Otu3189,0,2,0,0,3,1,0,0,0,1,0,0,1,19,0,0,1,7,0,2,2,0
Otu3191,0,4,0,2,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Otu3192,0,1,0,0,0,0,0,0,0,3,1,0,34,0,0,0,0,0,0,0,0,0
Otu3193,0,17,0,0,0,0,0,0,0,1,0,0,4,0,0,6,5,0,0,5,1,0
Otu3194,0,2,0,0,3,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3195,0,0,0,4,0,0,0,0,0,0,32,0,0,0,1,0,0,0,2,0,0,0
Otu3197,0,7,0,0,4,0,0,0,0,1,0,0,5,3,0,0,6,1,0,0,12,0
Otu3198,0,1,0,0,5,10,0,9,7,2,0,0,5,0,0,0,0,0,0,0,0,0
Otu3199,0,21,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,3,0,9,0,0
Otu3200,0,26,0,0,4,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0
Otu3201,0,7,0,0,13,0,0,0,1,0,0,0,1,4,0,0,12,1,0,0,0,0
Otu3202,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,1,0,2,0,0
Otu3203,0,4,0,0,1,2,0,0,0,0,0,0,1,3,0,0,10,10,2,2,4,0
Otu3204,0,0,8,0,3,0,5,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0
Otu3205,0,2,0,0,2,1,0,0,0,0,0,0,1,28,0,0,2,1,0,0,2,0
Otu3206,0,3,0,0,0,0,0,0,1,0,14,1,19,0,0,0,1,0,0,0,0,0
Otu3207,0,0,33,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Otu3208,0,0,1,0,6,6,0,0,16,0,0,0,4,0,0,0,0,2,0,0,4,0
Otu3209,0,0,3,0,32,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Otu3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
Otu3211,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,5,0,0,2,0,0
Otu3212,0,28,0,0,1,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0
Otu3213,0,2,0,0,1,9,0,0,0,5,0,0,6,1,0,1,10,3,0,0,0,0
Otu3214,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3215,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0
Otu3216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0
Otu3217,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Otu3218,0,0,0,0,0,0,0,0,1,2,0,0,2,4,0,0,1,8,0,1,19,0
Otu3219,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0
Otu3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0
Otu3221,0,13,0,1,11,3,0,2,0,0,0,2,0,0,0,4,2,0,0,0,0,0
Otu3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,5,0
Otu3223,0,5,0,0,0,0,0,0,0,20,6,1,6,0,0,0,0,0,0,0,0,0
Otu3224,0,3,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,22,0,2,2,0
Otu3225,0,15,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
Otu3226,0,4,0,0,9,0,0,0,0,0,0,0,1,0,4,0,11,1,0,8,0,0
Otu3227,0,0,8,0,18,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,4,0
Otu3229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37
Otu3230,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,4,10,12,6,0
Otu3231,0,0,0,0,4,0,0,0,0,15,0,12,3,0,0,0,4,0,0,0,0,0
Otu3232,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,34,0,0,1,0
Otu3233,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,3,22,4,0,1,1,0
Otu3234,0,0,0,23,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0
Otu3235,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,30,0,0,0,2,0
Otu3236,0,0,0,0,0,5,0,0,0,31,0,0,1,1,0,0,0,0,0,0,0,0
Otu3237,0,2,0,0,19,0,0,0,0,6,0,0,2,0,0,0,0,5,0,0,4,0
Otu3238,0,0,0,5,0,1,0,0,1,17,0,0,0,7,0,0,2,4,0,0,1,0
Otu3239,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3240,0,0,1,0,0,0,0,0,0,4,1,0,13,0,0,0,0,2,12,0,5,0
Otu3241,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36,0,0,0,0,0
Otu3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,2,0
Otu3243,0,0,1,0,5,0,12,0,0,0,5,0,4,0,3,0,0,0,6,1,1,0
Otu3244,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,30,0,0,3,1,0
Otu3245,0,0,0,0,0,0,0,0,0,1,0,18,19,0,0,0,0,0,0,0,0,0
Otu3246,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,1,29,0,0,0,0,0
Otu3247,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,15,0
Otu3248,1,3,0,3,4,0,2,1,1,2,0,4,1,0,3,2,2,0,0,3,2,4
Otu3249,0,0,0,0,0,0,0,0,0,5,0,29,2,1,0,0,0,1,0,0,0,0
Otu3250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,26,0,0,0
Otu3251,0,0,0,0,0,29,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,2,0
Otu3253,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0
Otu3254,0,0,0,0,0,1,21,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3255,0,1,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
Otu3258,0,0,1,11,0,0,0,0,0,0,16,6,1,0,1,0,1,0,0,0,0,0
Otu3259,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,26,0,0,3,0
Otu3260,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,9,1,0,17,0
Otu3262,0,0,0,0,0,0,0,0,1,2,0,2,6,0,0,0,0,0,26,0,0,0
Otu3263,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,30,0,1,0
Otu3264,0,0,0,0,4,7,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0
Otu3265,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,30,3,0,0,0,0,0
Otu3266,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,27,0
Otu3267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,24,8,0
Otu3269,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Otu3270,0,9,0,0,4,1,0,0,2,0,0,2,2,0,0,0,17,0,0,0,0,0
Otu3271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0
Otu3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
Otu3273,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Otu3274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,7,0,0,2,0,0
Otu3275,0,0,0,1,24,0,4,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
Otu3276,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,1,10,0,0,14,0
Otu3277,0,27,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,0,0,0,0,0
Otu3278,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,0,0,0,0,0,5,0
Otu3279,0,13,0,2,12,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3280,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,0,14,11,0,0,0,0
Otu3281,0,0,0,0,0,0,0,0,0,7,0,25,5,0,0,0,0,0,0,0,0,0
Otu3282,0,25,1,0,0,0,0,0,0,0,2,0,0,3,2,0,1,0,0,0,3,0
Otu3283,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,8,0,0,2,0
Otu3284,0,1,0,1,0,0,0,0,0,0,2,0,0,0,4,10,1,2,3,12,1,0
Otu3285,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu3286,0,1,3,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3287,0,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0
Otu3288,0,1,0,0,0,0,0,0,1,2,5,0,11,0,0,0,15,0,0,1,1,0
Otu3289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,19,0,0,15,0
Otu3290,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu3291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,0
Otu3293,0,5,0,3,10,4,0,0,5,9,0,0,0,0,0,0,0,1,0,0,0,0
Otu3294,0,0,0,0,0,0,0,0,0,32,0,0,5,0,0,0,0,0,0,0,0,0
Otu3295,0,1,0,0,7,0,0,0,2,0,0,0,2,0,0,0,13,2,0,2,8,0
Otu3296,0,0,0,0,0,0,0,0,0,1,0,6,1,0,22,0,5,0,1,0,1,0
Otu3297,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,3,18,4,0,0
Otu3298,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0
Otu3299,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,31,0
Otu3300,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,32,0,0,0,0
Otu3301,0,0,0,0,0,23,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3303,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,28,0,1,2,0
Otu3304,0,0,0,0,0,0,0,0,0,3,0,14,2,6,0,2,0,3,0,0,6,0
Otu3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,1,0
Otu3311,0,0,0,0,1,5,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3313,0,0,0,0,4,0,0,0,4,4,2,6,12,0,0,0,0,2,0,1,1,0
Otu3314,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,4,0
Otu3315,0,0,0,26,0,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,1,0
Otu3316,0,0,0,18,0,0,0,0,0,0,15,0,1,0,0,0,0,0,2,0,0,0
Otu3317,0,0,0,1,1,0,0,0,6,3,4,0,3,0,17,0,0,1,0,0,0,0
Otu3318,0,0,0,0,1,2,0,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu3319,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,3,20,0
Otu3320,0,0,0,0,0,0,0,0,0,1,19,0,8,0,0,0,0,2,4,1,1,0
Otu3321,0,0,0,0,0,0,0,0,0,3,0,1,32,0,0,0,0,0,0,0,0,0
Otu3322,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,26,1,0,0,0,0
Otu3324,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0
Otu3325,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
Otu3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
Otu3328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0
Otu3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0
Otu3332,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0
Otu3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,0,19,4,0
Otu3334,0,11,0,0,1,6,0,1,5,0,0,0,10,0,0,0,2,0,0,0,0,0
Otu3335,0,1,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu3336,0,1,0,0,9,0,0,0,0,1,5,1,2,2,0,0,8,1,0,4,2,0
Otu3337,0,2,0,0,0,0,0,0,0,5,0,0,6,10,0,3,0,2,0,4,4,0
Otu3338,0,0,2,0,0,0,15,0,0,0,8,0,0,0,9,0,0,0,2,0,0,0
Otu3339,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3340,0,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Otu3341,0,15,0,0,0,4,0,0,1,3,0,1,3,1,0,0,2,4,0,1,1,0
Otu3342,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3343,0,1,0,0,0,9,0,3,1,5,0,0,17,0,0,0,0,0,0,0,0,0
Otu3344,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,3,0
Otu3346,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,22,7,0
Otu3347,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,13,16,1,0,0,0,0
Otu3348,0,1,0,0,0,2,0,0,0,0,0,0,0,21,0,4,1,7,0,0,0,0
Otu3349,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3350,0,6,0,0,10,1,0,0,3,2,0,0,3,4,0,0,0,5,0,0,2,0
Otu3352,0,3,0,0,0,0,0,0,0,2,6,1,8,0,0,0,0,2,10,3,1,0
Otu3353,0,0,13,0,2,0,2,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0
Otu3354,0,0,4,1,13,0,0,0,0,0,2,1,2,0,0,0,0,0,5,5,3,0
Otu3355,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu3356,0,23,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,2,0,0
Otu3357,0,4,0,0,0,0,0,0,0,8,0,3,1,9,0,3,1,7,0,0,0,0
Otu3358,0,22,0,0,3,0,1,0,1,2,0,0,2,3,0,0,2,0,0,0,0,0
Otu3359,0,5,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3360,0,2,0,0,0,0,0,0,1,2,0,0,0,9,0,0,1,17,0,1,3,0
Otu3361,0,5,0,2,1,0,0,0,0,21,0,0,3,0,0,0,4,0,0,0,0,0
Otu3362,0,3,0,0,18,5,0,0,1,7,0,0,1,0,0,0,0,0,0,0,1,0
Otu3363,0,1,0,0,0,0,0,0,0,5,0,3,2,7,0,0,0,10,0,4,4,0
Otu3364,0,4,0,0,7,0,0,4,5,0,0,0,3,0,0,0,7,1,0,0,5,0
Otu3365,0,1,0,0,1,0,0,0,0,4,0,2,0,2,0,0,0,18,0,6,2,0
Otu3366,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,8,18,2,0,3,0,0
Otu3367,0,0,0,0,0,0,0,0,0,1,22,0,11,0,0,0,0,0,1,0,0,0
Otu3368,0,0,0,0,0,0,0,0,0,12,0,0,9,1,0,0,0,9,0,0,4,0
Otu3369,0,0,0,0,0,0,0,0,0,8,0,21,5,1,0,0,0,0,0,0,0,0
Otu3370,0,0,0,0,0,0,0,0,0,2,6,0,3,3,0,0,0,14,0,6,1,0
Otu3371,0,6,0,0,2,0,0,0,0,2,1,0,3,0,0,0,1,2,0,14,4,0
Otu3374,0,3,0,0,5,1,0,0,1,2,0,0,16,0,0,0,0,6,0,0,1,0
Otu3376,0,7,0,0,2,1,0,0,0,5,0,0,3,1,0,0,0,12,0,0,4,0
Otu3377,0,0,0,0,0,0,0,0,0,6,0,1,25,0,0,0,0,1,0,0,2,0
Otu3379,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,25,0,1,0,0
Otu3380,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11,0,20,0,0,1,0,0
Otu3381,0,7,0,0,2,0,0,0,0,0,0,3,1,3,0,0,14,2,1,0,2,0
Otu3382,0,6,0,0,1,0,0,0,0,0,0,0,0,15,0,2,8,1,0,1,1,0
Otu3383,0,0,0,0,2,1,0,0,0,5,0,0,2,1,0,1,2,15,0,1,5,0
Otu3384,0,0,0,0,1,0,0,0,0,4,0,0,29,0,0,0,1,0,0,0,0,0
Otu3385,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu3386,0,4,0,0,15,0,0,0,7,1,0,0,2,0,0,0,2,0,0,0,4,0
Otu3387,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,0,1,4,0
Otu3389,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,0,7,1,0
Otu3390,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
Otu3391,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Otu3392,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,3,1,0
Otu3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,33
Otu3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,26,0
Otu3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,25,0
Otu3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
Otu3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0
Otu3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0
Otu3400,0,0,0,0,0,0,0,0,0,1,0,0,1,27,0,0,2,4,0,0,0,0
Otu3402,0,0,0,0,0,0,0,0,1,0,1,1,21,0,0,0,1,9,0,1,0,0
Otu3404,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,7,0,3,17,0
Otu3405,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,0
Otu3406,0,2,0,0,3,6,2,3,8,3,1,0,6,0,0,0,0,0,0,0,0,0
Otu3408,0,1,0,0,0,4,3,1,0,12,0,0,9,0,0,0,0,1,0,3,0,0
Otu3409,0,3,0,0,0,0,0,0,0,0,0,0,0,2,8,18,3,0,0,0,0,0
Otu3410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,2,7,0
Otu3411,0,1,0,0,4,3,0,0,0,1,0,0,2,1,0,2,12,2,6,0,0,0
Otu3412,0,12,3,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu3413,0,0,0,0,1,0,0,0,9,3,0,0,20,0,0,0,0,1,0,0,0,0
Otu3414,0,3,0,0,0,0,0,0,0,3,0,0,22,0,0,0,1,0,0,1,4,0
Otu3415,0,17,0,0,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Otu3416,0,24,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,2,0,0
Otu3417,0,1,0,0,3,0,0,0,0,0,0,1,26,0,0,0,3,0,0,0,0,0
Otu3419,0,0,0,0,15,3,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
Otu3420,0,0,0,0,0,28,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu3421,0,0,0,0,0,0,0,0,0,10,0,0,0,22,0,1,0,1,0,0,0,0
Otu3422,0,0,0,0,0,0,0,0,0,6,0,2,8,0,0,0,0,3,0,0,15,0
Otu3423,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,0,2,0,0,4,0
Otu3424,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,1,0,2,0,0
Otu3426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0
Otu3427,0,0,0,0,1,13,0,0,6,1,0,0,13,0,0,0,0,0,0,0,0,0
Otu3430,0,0,0,0,0,0,0,0,0,2,3,0,23,0,0,0,1,1,0,0,4,0
Otu3431,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,1,11,0
Otu3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,3,0,4,0
Otu3436,0,0,18,4,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0
Otu3437,0,0,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3438,0,5,0,0,7,0,0,0,1,0,0,0,1,1,0,0,15,2,0,1,1,0
Otu3439,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,1,0,1,2,0
Otu3440,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,16,0
Otu3441,0,8,0,0,1,1,0,0,0,0,6,1,2,0,0,0,2,0,1,7,4,0
Otu3443,0,0,0,0,3,22,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
Otu3444,0,0,0,0,1,15,0,3,11,0,0,0,0,0,0,0,3,0,0,0,0,0
Otu3445,0,0,0,0,1,0,0,0,0,11,0,0,2,0,0,0,0,16,0,0,3,0
Otu3446,0,0,0,0,1,2,0,0,26,0,0,0,0,0,0,0,1,1,0,0,2,0
Otu3447,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,26,1,0
Otu3448,0,0,0,0,19,0,0,0,4,0,0,0,0,3,0,0,6,1,0,0,0,0
Otu3449,0,0,0,0,27,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu3450,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,13,1,0,1,0,0
Otu3451,0,0,15,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0
Otu3453,0,0,6,2,1,0,12,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0
